X,Y
-1.68E-05,-2.145753384
0.00119777,-0.605042338
0.001029414,-0.67611587
8.62E-04,-0.818286717
5.50E-04,-1.385030746
6.93E-04,-1.045434117
0.998990954,0.401575923
0.999291921,0.406026125
0.196481826,0.33633554
0.180903583,0.36109677
0.180410667,0.361923218
0.16951438,0.375091732
0.170012803,0.37398693
0.170515875,0.372743726
0.171019864,0.371252179
0.171521879,0.369342476
0.070527187,0.624921381
0.073471588,0.602094531
0.073958176,0.60572356
0.1233255,0.455663383
0.1202736,0.460547715
0.12078225,0.460014641
0.12179955,0.458622456
0.1212909,0.459404647
0.12281685,0.456724852
0.1223082,0.45774129
0.12485145,0.45193556
0.1192563,0.459968179
0.11976495,0.460853279
0.11874765,0.456691027
0.118243513,0.45633325
0.1167672,0.467728734
0.1162766,0.469939172
0.1177484,0.461301714
0.1172578,0.465064764
0.115786,0.471858561
0.102464895,0.50821799
0.102961737,0.507019758
0.103458579,0.505702734
0.103955421,0.504331172
0.104452263,0.502803445
0.104949105,0.501209974
0.105445947,0.499484658
0.1152954,0.473604053
0.1148048,0.475162685
0.105942789,0.4976044
0.106439632,0.495535314
0.106936474,0.493145585
0.107433316,0.490288079
0.1089176,0.480743945
0.1094082,0.484500945
0.1098988,0.485278964
0.1103894,0.484753788
0.11088,0.484186053
0.1113706,0.483446062
0.169016935,0.376089931
0.168517043,0.377001971
0.154895455,0.397028476
0.156422591,0.394600511
0.155913545,0.395469457
0.1554045,0.396289229
0.153877364,0.398346186
0.154386409,0.397732109
0.153368318,0.398887366
0.150823091,0.39922455
0.151841182,0.399894267
0.151332136,0.399970233
0.148323,0.40471983
0.129412427,0.437972426
0.12891319,0.434423417
0.12688605,0.445131093
0.1263774,0.447138309
0.130912487,0.438235253
0.131417416,0.437718302
0.136932238,0.425819665
0.136431048,0.427414805
0.140913,0.418275952
0.140419,0.418491095
0.139925,0.417565614
0.139431,0.414093316
0.13843581,0.418260038
0.138935202,0.413931012
0.137934619,0.42157945
0.137433429,0.423907191
0.050169643,0.731101692
0.057167,0.688244998
0.056163,0.698332429
0.056665,0.693854034
0.055661,0.702275932
0.052649,0.720253468
0.053151,0.717764437
0.054155,0.712215662
0.053653,0.715103924
0.051645,0.723948181
0.039302,0.811875403
0.038828,0.814219415
0.039776,0.808672309
0.04025,0.805584669
0.040724,0.802382767
0.041198,0.798862576
0.038354,0.813520193
0.037879354,0.816399336
0.037403417,0.823361635
0.036926833,0.829071105
0.03645025,0.833972633
0.045927429,0.764172256
0.0194662,0.957381725
0.0190309,0.958943963
0.0185956,0.960241854
0.017293111,0.962879837
0.017725853,0.962248206
0.01298375,0.943539202
0.013410875,0.947364151
0.015133667,0.960039735
0.014701778,0.958063185
0.014269889,0.955242395
0.013839191,0.951507866
0.032637583,0.860081851
0.033114167,0.859076977
0.0259292,0.917138159
0.0249664,0.92492646
0.024485,0.928414166
0.0264106,0.912567616
0.0268914,0.9071244
0.030724,0.879831016
0.030245,0.88405925
0.027371,0.90361762
0.02785,0.901927352
0.028329,0.898848832
0.029766,0.888034582
0.029287,0.89177531
0.028808,0.895386636
0.001555254,-0.592139244
0.001366358,-0.670491934
0.005367,0.554436982
0.004684667,0.429802924
0.005020417,0.471004725
0.008739857,0.835090697
0.009160143,0.853741705
0.007127,0.719290733
0.008319571,0.812483966
0.007899286,0.784210742
0.007496071,0.744438708
-1.97E-05,-2.255003214
0.998804871,0.393186867
0.999160383,0.396627337
0.342267298,0.255634606
0.268827025,0.289317787
0.269336352,0.288986355
0.26984092,0.288645327
0.270344546,0.288269669
0.2923275,0.276531994
0.291823857,0.276600361
0.200462368,0.340020061
0.19847088,0.340488285
0.19896857,0.340552092
0.199468686,0.340449065
0.199967833,0.340261638
0.235571385,0.307711512
0.236587769,0.308355063
0.237095962,0.308415443
0.237604154,0.30838263
0.238112346,0.308267921
0.268316492,0.289622456
0.267807565,0.28990218
0.19496775,0.343443304
0.19747744,0.33977145
0.19797416,0.340382367
0.19698072,0.336832225
0.195978583,0.339311451
0.184859417,0.349712461
0.184357125,0.349365026
0.183861083,0.352673739
0.1813965,0.360219151
0.181889417,0.359205991
0.183368167,0.35505113
0.18287525,0.356774718
0.182382333,0.35807988
0.17991775,0.362695605
0.179424833,0.36340782
0.178931917,0.364058793
0.178439,0.364679039
0.17696025,0.366230905
0.177453167,0.365762711
0.177946083,0.365245432
0.172023039,0.366782784
0.172521996,0.362927228
0.173016917,0.363400638
0.173509833,0.366746008
0.17400275,0.367404073
0.174495667,0.367465049
0.174988583,0.367453396
0.1754815,0.367268294
0.176467333,0.366651356
0.175974417,0.366992384
0.098985377,0.507488787
0.098483667,0.513154149
0.092443667,0.538461685
0.092947,0.537330627
0.091940333,0.539481938
0.091437,0.540374398
0.090933667,0.539863884
0.096470333,0.525562525
0.095967,0.527652323
0.094457,0.533019722
0.095463667,0.529578626
0.094960333,0.531373441
0.101968053,0.50927335
0.101471211,0.510159612
0.100974368,0.511002004
0.100477526,0.511559904
0.099980684,0.510980248
0.099483842,0.507659614
0.07101875,0.621970296
0.071510312,0.61865449
0.072983756,0.603730679
0.072493438,0.60969758
0.072001875,0.614740193
0.074444765,0.6055969
0.074931353,0.604297578
0.076877706,0.597756565
0.075417941,0.60294348
0.076391118,0.599642932
0.075904529,0.601391912
0.081767,0.568052411
0.081262853,0.568777621
0.079797235,0.58307147
0.080770412,0.574805558
0.080283824,0.579481721
0.12383415,0.454493731
0.1243428,0.453274399
0.12586875,0.448926538
0.1253601,0.450478703
0.1118612,0.482559085
0.1123518,0.481550246
0.1143142,0.476633191
0.1138236,0.478004456
0.107930158,0.486367255
0.108425439,0.481421053
0.16150487,0.378778726
0.160494955,0.382552058
0.161001956,0.378841698
0.168016174,0.377857625
0.167515304,0.378670126
0.167014435,0.379388422
0.166513569,0.380080968
0.166012719,0.380713373
0.165511922,0.381282598
0.165011338,0.381800324
0.164511615,0.382242888
0.164013864,0.38260451
0.162005739,0.382299066
0.163515197,0.382869542
0.163011881,0.382944375
0.162507586,0.382876664
0.157949727,0.391553521
0.158458773,0.390327245
0.158967818,0.388988137
0.159985909,0.385334164
0.159476864,0.387385607
0.157440682,0.392673463
0.156931636,0.393658429
0.130407746,0.438544601
0.129908686,0.438778222
0.128410135,0.434646428
0.1273947,0.442531556
0.12790335,0.439186454
0.134927476,0.431392908
0.133925095,0.433588266
0.134426286,0.432554066
0.1334239,0.434580535
0.132922688,0.435487598
0.131919902,0.437034011
0.132421416,0.436315209
0.135428667,0.430181056
0.135929857,0.428875327
0.666215,0.187638804
0.6667095,0.18753615
0.688361224,0.186418399
0.686865197,0.186442688
0.689365274,0.186382592
0.688864234,0.186401337
0.690865341,0.186307013
0.690365425,0.186334953
0.689865456,0.186360106
0.692371871,0.186204359
0.691869532,0.186241552
0.691366217,0.186275214
0.700817655,0.18569614
0.700324276,0.18569392
0.699830897,0.185684085
0.699337517,0.185665295
0.698844138,0.185641319
0.698350759,0.185567349
0.697857379,0.185298383
0.701310071,0.185692579
0.701800077,0.185684443
0.6323318,0.190342665
0.638876367,0.188739538
0.6383759,0.18857193
0.6368657,0.189531863
0.6353544,0.189902082
0.578272401,0.194768548
0.580763706,0.195077494
0.3890546,0.23794587
0.3895562,0.237593874
0.3900578,0.237173378
0.3905594,0.236638159
0.391062333,0.235909984
0.349753067,0.252672672
0.350245933,0.252583742
0.352710267,0.251930356
0.353203133,0.251767695
0.353696,0.251594067
0.419165,0.225321725
0.418173,0.226038143
0.415693,0.22738573
0.442606097,0.218808949
0.476743484,0.210915044
0.476240161,0.211031646
0.475736839,0.21113354
0.475233516,0.211227819
0.004354333,0.41979146
0.002533667,-0.014254502
0.002284,-0.076422721
0.002034333,-0.190030098
0.001784667,-0.356667936
-2.30E-05,-2.425382853
0.99858854,0.385108888
0.999010365,0.38752988
0.998828316,0.378359735
0.727758429,0.184309661
0.724767643,0.184265926
0.720738214,0.184767708
0.721241893,0.184731454
0.72224925,0.184645683
0.721745571,0.184690416
0.727262571,0.184276998
0.726766714,0.184174493
0.726270857,0.183874965
0.713183036,0.184893996
0.712679357,0.18482396
0.715701429,0.184963807
0.71519775,0.184965029
0.714190393,0.184947953
0.714694071,0.184959099
0.713686714,0.184923127
0.731229429,0.184365898
0.730733571,0.184371784
0.730237714,0.184374139
0.729741857,0.184372023
0.729246,0.184366822
0.728750143,0.184354067
0.728254286,0.184333831
0.754304111,0.183504
0.754800667,0.1835659
0.756786889,0.183640972
0.755297222,0.183591634
0.755793778,0.183615282
0.756290333,0.183631599
0.760263369,0.183617115
0.810243375,0.183646753
0.8063102,0.183376685
0.804319857,0.183344305
0.803816224,0.183394223
0.801294094,0.183469534
0.778347154,0.183103129
0.781844615,0.18314065
0.782339769,0.183181182
0.782834923,0.183215901
0.337722323,0.257595628
0.341765786,0.25590232
0.34126335,0.256154805
0.340756229,0.256397516
0.340248123,0.256626844
0.339742479,0.256842226
0.339237804,0.257048279
0.346300053,0.251267046
0.346795867,0.251495808
0.342770799,0.255346209
0.343275165,0.255035073
0.343779747,0.254692852
0.344284383,0.254306555
0.345798345,0.252472103
0.34529369,0.253267944
0.344789034,0.253857583
0.329672004,0.259941787
0.329173023,0.260355949
0.328674095,0.260715723
0.330171,0.259442717
0.296356643,0.275122434
0.296860286,0.274861008
0.298874857,0.273629248
0.2993785,0.273262382
0.299882143,0.272860676
0.300385786,0.272414327
0.300889429,0.271900773
0.301393071,0.271302044
0.272370115,0.286419839
0.271356652,0.2874358
0.270850164,0.287863523
0.280363929,0.282985747
0.279867571,0.283167511
0.279371214,0.283337563
0.278874857,0.28346926
0.280860286,0.282780558
0.281356643,0.282549739
0.281853,0.282305926
0.282349357,0.282042384
0.285823857,0.279579818
0.282845714,0.281760514
0.284334786,0.280790299
0.283838429,0.28113392
0.283342071,0.281457156
0.293334786,0.276313692
0.292831143,0.276435614
0.291320214,0.27660355
0.290816571,0.276530921
0.286320214,0.279083312
0.286816571,0.278530389
0.287312929,0.277872205
0.288305643,0.275808573
0.287809286,0.277010947
0.200955995,0.339712441
0.201948015,0.338979006
0.201451579,0.339362115
0.202444663,0.338541508
0.202941364,0.338068902
0.20991752,0.328160703
0.20940976,0.325509459
0.232561308,0.31132108
0.233059731,0.31035772
0.235063192,0.30531767
0.234557442,0.304796696
0.234056577,0.307389826
0.233558154,0.309125543
0.236079577,0.308232844
0.239128731,0.307893038
0.238620538,0.308097094
0.2411615,0.30672738
0.239636923,0.307652891
0.240653308,0.307062119
0.240145115,0.307373077
0.241669692,0.306361139
0.242177885,0.305971265
0.243194269,0.305100292
0.242686077,0.305553257
0.247765517,0.296088547
0.248266259,0.296568394
0.246243423,0.301238984
0.246751615,0.300104856
0.247259808,0.298571438
0.243702462,0.304604828
0.253242038,0.298582941
0.252746213,0.298821807
0.248764519,0.298760623
0.249262778,0.299236476
0.250757556,0.299439192
0.250259296,0.299441427
0.249761037,0.299346805
0.263248111,0.291065961
0.262741333,0.290919155
0.262234556,0.290493101
0.261727778,0.28832522
0.26122313,0.287866443
0.260722741,0.290125966
0.260224481,0.291585833
0.259726222,0.29267031
0.259227963,0.293479681
0.258729708,0.29415679
0.258231467,0.294739783
0.265275222,0.290942967
0.263754889,0.291135609
0.264768444,0.291064441
0.264261667,0.291135848
0.265781011,0.290791899
0.267297631,0.290166348
0.266284323,0.290611237
0.266788625,0.290398091
0.192946083,0.34755066
0.192440667,0.348329335
0.190924417,0.35031569
0.190419,0.350897878
0.189913583,0.351415902
0.189408167,0.351901829
0.193956917,0.345780134
0.1934515,0.34671846
0.195473167,0.341786683
0.194462333,0.344698966
0.18890275,0.352344811
0.188397333,0.352724463
0.187891917,0.353054941
0.1873865,0.353307158
0.186881083,0.353472084
0.186375667,0.353507191
0.185364833,0.352855504
0.18587025,0.353375882
0.097980333,0.517472088
0.097477,0.520679832
0.096973667,0.523243904
0.088907,0.547333419
0.089417,0.54275012
0.090430333,0.536201537
0.089925333,0.537077844
0.093953667,0.534591854
0.093450333,0.536040902
0.078824059,0.588816106
0.079310647,0.586170793
0.078337471,0.591305435
0.077850882,0.593609273
0.077364294,0.595725536
0.082787,0.571583688
0.083297,0.570364535
0.083807,0.569260657
0.084317,0.567847133
0.084827,0.566250324
0.085337,0.564517975
0.082277,0.571923077
0.088397,0.550812423
0.087887,0.553622246
0.113333,0.479287475
0.1128424,0.480437785
0.686366276,0.186441347
0.685866379,0.186433703
0.685366483,0.186413467
0.684866586,0.186383203
0.68436669,0.186347619
0.683866793,0.186248407
0.683366897,0.185895458
0.679831096,0.186804831
0.673754305,0.187337786
0.672240012,0.18739143
0.671735,0.187400967
0.6657205,0.187723026
0.665226,0.187795326
0.6647315,0.187859476
0.664237,0.187917009
0.667204,0.187399164
0.6676985,0.187212884
0.668195875,0.186901018
0.669205,0.187275648
0.668699,0.186988473
0.675276904,0.187252015
0.674770614,0.187283576
0.674263457,0.187312648
0.679325386,0.186874285
0.678820543,0.186936498
0.678317695,0.186993256
0.67781392,0.187045783
0.677305448,0.187093258
0.711674575,0.184472263
0.712175679,0.184547439
0.710685241,0.184905171
0.687361675,0.18643865
0.687859129,0.186431125
0.693865105,0.1860708
0.693366352,0.186120033
0.692869569,0.186163053
0.70772647,0.185353562
0.705258065,0.185540721
0.708218721,0.185305238
0.708711818,0.185250551
0.694364716,0.186015025
0.696864103,0.185507178
0.697362371,0.185242116
0.703283047,0.185639724
0.702786595,0.185658202
0.702291046,0.185672402
0.652858633,0.187967151
0.653356783,0.187552363
0.652359267,0.188223571
0.6518599,0.18840237
0.650861167,0.188640937
0.651360533,0.18853052
0.649363067,0.188886166
0.6488637,0.188952148
0.649862433,0.188812405
0.6503618,0.188732296
0.640873833,0.189376995
0.640374467,0.189339012
0.6398751,0.18929857
0.646866233,0.189164862
0.646366867,0.189207792
0.642371933,0.189406365
0.6428713,0.189398766
0.643370667,0.189384788
0.619824742,0.191315785
0.620316065,0.191229865
0.620807387,0.191131175
0.621790991,0.190886691
0.62129871,0.191019535
0.6247753,0.190650925
0.624271533,0.190541953
0.62277796,0.190451488
0.622285435,0.190697163
0.623767767,0.190143541
0.623269273,0.190016255
0.6262866,0.190719038
0.6277979,0.190692529
0.6293092,0.190612853
0.628301667,0.190670431
0.628805433,0.19064419
0.633339333,0.190219447
0.632835567,0.190283075
0.631828033,0.190397471
0.630316733,0.190538794
0.629812967,0.190577731
0.631324267,0.190448955
0.6308205,0.190494806
0.635858167,0.189797387
0.636361933,0.189676732
0.639375733,0.189178392
0.637369467,0.189333826
0.637873233,0.18905355
0.634850633,0.189994588
0.634346867,0.19007498
0.6338431,0.190150544
0.581261097,0.195071667
0.582753258,0.19500953
0.582255871,0.19503735
0.581758484,0.195058256
0.583250645,0.194975153
0.586732355,0.194590703
0.586234968,0.194660604
0.583748032,0.194935158
0.584245419,0.194890261
0.585737581,0.19472532
0.585240194,0.194785267
0.584742806,0.194839463
0.603581774,0.192777023
0.607047946,0.191806182
0.606550224,0.192047372
0.603087194,0.192856938
0.59220896,0.19292514
0.592700311,0.192328691
0.587229742,0.194514245
0.587727129,0.194434106
0.588224516,0.194345668
0.588721903,0.19424744
0.58921929,0.194143265
0.589716677,0.194023296
0.591710356,0.193285719
0.59120981,0.193545669
0.590711452,0.193735659
0.590214065,0.193890482
0.598141387,0.193361744
0.599130548,0.193299875
0.598635968,0.193333477
0.602592613,0.192930028
0.602098032,0.1929975
0.601603452,0.193059906
0.601108871,0.193116114
0.57777404,0.194172233
0.565288964,0.196739137
0.570286065,0.196441218
0.5802663,0.195065215
0.578772644,0.194940463
0.579768841,0.19504188
0.579271169,0.194991857
0.562285337,0.195558265
0.563288605,0.19653061
0.562786026,0.196309716
0.563789458,0.196605876
0.564789235,0.196718261
0.564289453,0.196677431
0.526624323,0.201896027
0.525113194,0.202279344
0.501933226,0.205482364
0.501428874,0.205386251
0.500923656,0.205277428
0.500416697,0.204992741
0.395116467,0.235765815
0.3941026,0.236078218
0.394609533,0.235928059
0.3925818,0.236426085
0.391567933,0.235879153
0.392074867,0.236339122
0.393088733,0.23630324
0.393595667,0.236201689
0.3865466,0.239284948
0.3880514,0.238533705
0.388553,0.238247707
0.386045,0.239512816
0.3522174,0.252084196
0.351724533,0.252229273
0.351231667,0.252361834
0.3507388,0.252477944
0.3492602,0.252740175
0.354188867,0.25141114
0.354681733,0.251224041
0.355667467,0.250810832
0.3551746,0.251020968
0.3845402,0.240151569
0.3840386,0.240350455
0.3855434,0.239736423
0.3850418,0.239945531
0.383537,0.240541577
0.3830354,0.2407244
0.3825338,0.240901679
0.3820322,0.241068661
0.367556067,0.246478915
0.368053533,0.246308997
0.368551,0.24613069
0.369048467,0.245945051
0.431116806,0.222188875
0.414205,0.228020087
0.413709,0.228211597
0.413213,0.228384525
0.412717,0.228551656
0.412221,0.228703678
0.411725,0.228843242
0.410733,0.229080647
0.411229,0.228969544
0.404241267,0.230898738
0.410237,0.229173109
0.409740996,0.229244709
0.409244977,0.229288146
0.408748905,0.229291499
0.408252622,0.229242921
0.407755487,0.229173973
0.407256639,0.228855431
0.406759667,0.227499679
0.406264085,0.227304548
0.405762067,0.228758723
0.405255133,0.229682028
0.4047482,0.230362415
0.430119774,0.222564265
0.419661,0.224878699
0.418669,0.225693002
0.417677,0.226348937
0.417181,0.226635307
0.416685,0.226902351
0.416189,0.227153897
0.415197,0.227612853
0.414701,0.227823168
0.43061829,0.222383335
0.445609968,0.218142137
0.445109323,0.218282208
0.449615129,0.216517746
0.449114484,0.216789067
0.462160677,0.214052081
0.461658484,0.214196414
0.467186783,0.211363792
0.468187277,0.209453315
0.467690206,0.210631788
0.468684911,0.209664732
0.46918922,0.210913047
0.471710254,0.211566925
0.470199907,0.211389363
0.469695432,0.211275995
0.470703517,0.211481556
0.46115629,0.214330509
0.460654097,0.214455783
0.460151903,0.21457012
0.45964971,0.214673713
0.459147516,0.214766219
0.458645323,0.214848071
0.458143129,0.214918539
0.441104161,0.218956381
0.442105452,0.218875527
0.441604806,0.218923196
0.440603512,0.218961373
0.443106742,0.218727246
0.444608677,0.218411371
0.444108032,0.218528867
0.443607387,0.218634278
0.472716903,0.211539268
0.472213581,0.211559385
0.478756774,0.21036157
0.477750129,0.2106608
0.477246806,0.210792989
0.478253452,0.210518241
0.473723548,0.211449295
0.473220226,0.211501449
0.474730194,0.211312771
0.474226871,0.211386219
0.004024,0.370691746
0.003693667,0.294480741
0.003363333,0.19483304
0.003053167,0.036969814
0.002783333,-0.033378277
-2.64E-05,-2.701039791
0.998341373,0.377049923
0.998616433,0.369213343
0.909833667,0.196313113
0.815650225,0.183609545
0.820112625,0.18381989
0.82061175,0.183873877
0.821110875,0.183923364
0.82161,0.183967948
0.825603,0.184192121
0.825103875,0.184174791
0.858561909,0.186607704
0.858063,0.186562866
0.857564091,0.186515853
0.857065182,0.186465591
0.856067364,0.186354324
0.856566273,0.186411098
0.855568455,0.186291426
0.882468429,0.189818919
0.8849146,0.189850658
0.884422364,0.189662457
0.883932857,0.189829469
0.883444714,0.189854205
0.882956571,0.189849079
0.879051424,0.189373091
0.87856326,0.189293206
0.878075038,0.189209729
0.877586579,0.189121962
0.877097175,0.189030811
0.876605391,0.188933179
0.880515857,0.189593434
0.879539571,0.189450502
0.859559727,0.186683998
0.859060818,0.186647922
0.870124667,0.188015878
0.869619,0.187946483
0.869113333,0.187876299
0.719730857,0.184830427
0.717716143,0.184921473
0.718219821,0.184902683
0.719227179,0.184857339
0.7187235,0.184881255
0.725271321,0.184096396
0.725773045,0.183836535
0.724263964,0.184384018
0.720234536,0.184800208
0.723760286,0.184469253
0.723256607,0.184537888
0.722752929,0.184595123
0.716708786,0.184949756
0.716205107,0.184958711
0.717212464,0.184936687
0.733212857,0.18431446
0.732717,0.184331298
0.732221143,0.184345201
0.731725286,0.184356943
0.736683857,0.184113249
0.737179714,0.184066445
0.736188,0.184154436
0.735692143,0.184189737
0.734204571,0.184273526
0.735196286,0.184220701
0.734700429,0.184248477
0.733708714,0.184295222
0.74420868,0.18396239
0.739163143,0.183699965
0.739661443,0.183459088
0.743198407,0.183953062
0.74016463,0.183541253
0.741175889,0.183876649
0.740670259,0.183790237
0.738171429,0.183941409
0.737675571,0.184010148
0.751794111,0.183632046
0.751288481,0.183690071
0.753807556,0.183298171
0.752299741,0.183549628
0.753308731,0.183236718
0.75280537,0.183434919
0.749771689,0.183806792
0.744710852,0.183960944
0.746230643,0.183941543
0.746738416,0.183929786
0.748259391,0.183880508
0.757779031,0.183647871
0.757283444,0.183645621
0.75876632,0.183642834
0.758272191,0.183646575
0.759764708,0.183628052
0.75926506,0.183636382
0.768740462,0.183315277
0.760763603,0.183604091
0.761262657,0.183588818
0.761757048,0.183570758
0.764235226,0.183431163
0.763738689,0.183469251
0.763242206,0.18350102
0.764731778,0.1833864
0.765228333,0.183327854
0.766720265,0.182915092
0.767223615,0.182994366
0.765724889,0.183245763
0.766221444,0.183127359
0.812701,0.183687374
0.8122094,0.183684275
0.810734694,0.183659703
0.811717804,0.183678344
0.811226222,0.183670118
0.809752899,0.183630809
0.776830308,0.183248684
0.776324692,0.183279097
0.773796615,0.183370665
0.775819077,0.183305174
0.775313462,0.183326289
0.774807846,0.183344036
0.770762923,0.183384731
0.770257308,0.183376268
0.772279769,0.183390036
0.771774154,0.183391348
0.771268538,0.183389306
0.769751692,0.183362529
0.769246077,0.183343545
0.777335923,0.183211282
0.777841538,0.183165774
0.808280921,0.183563471
0.808774923,0.183589458
0.809264361,0.18361181
0.8068018,0.183453068
0.80778596,0.183531553
0.8072934,0.183492795
0.804823436,0.183266014
0.80532401,0.183115408
0.8058186,0.183171287
0.802807664,0.183445022
0.803312376,0.183424473
0.801795194,0.183465019
0.802300968,0.183457151
0.8002914,0.183467343
0.800793977,0.183469921
0.795763786,0.183332682
0.778852769,0.183010325
0.779358385,0.182880744
0.779861385,0.182643995
0.781349462,0.183096483
0.780854308,0.182996586
0.780359154,0.182702169
0.787786462,0.183312297
0.787291308,0.18331553
0.786796154,0.183316097
0.786301,0.183313593
0.784320385,0.183278739
0.783330077,0.183241248
0.783825231,0.18326211
0.335200586,0.258244663
0.33067,0.258837253
0.331169,0.257979482
0.331669414,0.256653845
0.334191276,0.258348435
0.333686621,0.258329719
0.332172655,0.256940246
0.333181966,0.258304715
0.33267731,0.258047611
0.337214525,0.257756531
0.335704256,0.258148432
0.336205461,0.258035153
0.33670765,0.257902443
0.338733076,0.257242382
0.338228132,0.257424116
0.348767333,0.252769679
0.348274467,0.252762198
0.3477816,0.252727866
0.347288733,0.25250715
0.313255607,0.267291903
0.312765814,0.267589957
0.312275119,0.267875701
0.310789789,0.268632025
0.310296908,0.268857211
0.306845934,0.269983351
0.306354034,0.270068586
0.302901305,0.267674476
0.304875448,0.270054489
0.313747341,0.266964972
0.314239922,0.266608804
0.314732712,0.266218513
0.315225555,0.26577422
0.316704138,0.263619065
0.316211276,0.264549524
0.315718414,0.265234232
0.317198534,0.262248784
0.317696,0.262353241
0.318195,0.263725519
0.318694,0.26405105
0.320191,0.264114439
0.32069,0.264048517
0.321188026,0.263955444
0.321683614,0.263845712
0.323183478,0.263405472
0.323683619,0.263227224
0.324182905,0.263040811
0.327677522,0.261354238
0.328175381,0.26105094
0.326684824,0.261904866
0.32718163,0.261642158
0.295349357,0.275589406
0.295853,0.275367707
0.293838429,0.276162505
0.294342071,0.275992751
0.294845714,0.275802195
0.297363929,0.274583906
0.297867571,0.274286538
0.298371214,0.273970693
0.302400357,0.269405663
0.301896714,0.270492971
0.273383667,0.285086155
0.272876889,0.28581357
0.271863357,0.286947548
0.274901395,0.280891329
0.273890444,0.284151286
0.274397222,0.282843053
0.2783785,0.283572376
0.277882143,0.283642232
0.277385786,0.283641607
0.276889429,0.28357771
0.275896714,0.28301695
0.276393071,0.28345716
0.275400357,0.281169802
0.2853275,0.280019939
0.284831143,0.280412227
0.290312929,0.276434183
0.288803821,0.273944139
0.289809286,0.276068896
0.289305643,0.274288714
0.223091269,0.318006784
0.223589692,0.318029106
0.219055651,0.322349906
0.218544729,0.323134035
0.222592846,0.317412794
0.222094423,0.314643025
